sender,message,conversation_history,receiver
1,Uw vraag?,"Sender: Mevrouw Zeedijk, message: Dank, voorzitter. We voeren vandaag een debat met een afzwaaiende minister. De vragen die wij voor haar hebben, staan daarom vooral in het teken van statusrapportage, een beetje terugkijken en een advies aan haar opvolger.

In de voorliggende begrotingswijzigingen zien we dat de kosten voor asielopvang alweer zijn gestegen en dat dat ook deze keer ten koste van het budget voor ontwikkelingssamenwerking gaat. Tijdens Prinsjesdag 2022, dus anderhalf jaar geleden, was voor 2024 een bedrag van ruim 3,5 miljard voor ontwikkelingssamenwerking begroot. Inmiddels ligt de begroting voor dit jaar op 3,1 miljard als je de extra budgetten voor Oekraïne en Gaza even buiten beschouwing laat. We geven aan ontwikkelingssamenwerking inmiddels dus echt ruim 10% minder uit dan dat we van plan waren te doen, en dat terwijl er meer conflicten in de wereld zijn en de mensenrechten wereldwijd steeds meer onder druk staan.

Nieuw Sociaal Contract is van mening dat het resultaat van ontwikkelingssamenwerking het product is van een lange adem en langdurig investeren in relaties met het maatschappelijke middenveld in een land. Daarom is het voor Nieuw Sociaal Contract van belang dat ook de nieuwe regering deze relaties het vertrouwen kan geven dat we ze blijven steunen. In het hoofdlijnenakkoord hebben we dan ook gepleit voor een ontkoppeling van de uitgaven voor ontwikkelingssamenwerking en asielopvang, zoals mijn collega mevrouw Hirsch dat ook al gelezen had. Die ontkoppeling is ook gebeurd. Vanaf 2027 zullen alle kosten voor eerstejaars asielopvang boven de 10% van het totale ODA-budget niet meer worden verrekend met de overige ODA-uitgaven. Het bedrag van -2,4 miljard, waar veel partijen van zijn geschrokken — dit bedrag is inmiddels ook gemeengoed geworden in de media — moet dan ook in dit licht worden bezien. De toerekening van eerstejaars asielopvang moet dalen en als dat niet gebeurt, zal dat niet meer ten koste gaan van de overige ODA-uitgaven. Sender, De heer Van Baarle, message: 

Wat er overblijft aan bezuiniging is inderdaad minder budget in 2027 voor ODA-uitgaven. Dit zal waarschijnlijk betekenen dat het budget voor ontwikkelingssamenwerking niet meer kan meegroeien met de economische groei in Nederland, maar we verwachten vanaf 2027 ook niet meer een daling in euro's. Kan de minister toezeggen deze berekening op basis van de laatste cijfers voor het zomerreces op papier te zetten? Het is volgens ons namelijk van belang dat alle betrokkenen precies begrijpen wat de cijfers zijn. Sender: De heer Van Baarle, message: Ik word gewoon oprecht boos van dit betoog van mevrouw Zeedijk: de inconsistentie en het lef om hier als NSC te zeggen dat langdurig commitment, je houden aan een woord en langdurige relaties belangrijk zouden zijn. Die afspraken hebben we: dat is de OESO-norm. NSC gaat er met de grootste bezuiniging op ontwikkelingssamenwerking ooit voor zorgen dat die OESO-norm verder uit het zicht komt dan ooit. Je gewoon niet houden aan afspraken, je niet houden aan duurzame relaties, je niet houden aan waar we ons op baseren als het gaat om wat we met elkaar moeten doen ... En dan houdt u hier dit betoog en begint u zelfs met de vraag waarom we minder uitgeven aan ontwikkelingssamenwerking ... U gaat er …",14
14,"… een recordbezuiniging op doen. Hoe kunt u hier een dusdanig inconsistent verhaal houden, is mijn vraag aan mevrouw Zeedijk.","Sender: De heer Van Baarle, message: Ik word gewoon oprecht boos van dit betoog van mevrouw Zeedijk: de inconsistentie en het lef om hier als NSC te zeggen dat langdurig commitment, je houden aan een woord en langdurige relaties belangrijk zouden zijn. Die afspraken hebben we: dat is de OESO-norm. NSC gaat er met de grootste bezuiniging op ontwikkelingssamenwerking ooit voor zorgen dat die OESO-norm verder uit het zicht komt dan ooit. Je gewoon niet houden aan afspraken, je niet houden aan duurzame relaties, je niet houden aan waar we ons op baseren als het gaat om wat we met elkaar moeten doen ... En dan houdt u hier dit betoog en begint u zelfs met de vraag waarom we minder uitgeven aan ontwikkelingssamenwerking ... U gaat er …, Sender: De voorzitter, message: Uw vraag?",16
16,"Nou, ik wil de heer Van Baarle echt niet boos maken. Dat vind ik ook weer wat vervelend. Nee, ik ben echt trots op wat Nieuw Sociaal Contract bereikt heeft in het onderhandelingsresultaat van het hoofdlijnenakkoord. Wij hadden inderdaad in ons verkiezingsprogramma staan dat we heel graag richting die 0,7% wilden bewegen. Maar we zaten in een onderhandeling met een aantal partijen die daar heel andere ideeën over hadden. En dan is dit de uitkomst van de afspraken. Die gaan we de komende jaren ook uitvoeren en daar ben ik trots op.","Sender: De voorzitter, message: Uw vraag?, Sender: De heer Van Baarle, message: … een recordbezuiniging op doen. Hoe kunt u hier een dusdanig inconsistent verhaal houden, is mijn vraag aan mevrouw Zeedijk.",14
1,Uw laatste interruptie.,"Sender: De heer Van Baarle, message: … een recordbezuiniging op doen. Hoe kunt u hier een dusdanig inconsistent verhaal houden, is mijn vraag aan mevrouw Zeedijk., Sender: Mevrouw Zeedijk, message: Nou, ik wil de heer Van Baarle echt niet boos maken. Dat vind ik ook weer wat vervelend. Nee, ik ben echt trots op wat Nieuw Sociaal Contract bereikt heeft in het onderhandelingsresultaat van het hoofdlijnenakkoord. Wij hadden inderdaad in ons verkiezingsprogramma staan dat we heel graag richting die 0,7% wilden bewegen. Maar we zaten in een onderhandeling met een aantal partijen die daar heel andere ideeën over hadden. En dan is dit de uitkomst van de afspraken. Die gaan we de komende jaren ook uitvoeren en daar ben ik trots op.",14
14,"Trots erop: dat is wel heel erg cynisch. Dat is niet wat je zou verwachten van een partij die staat voor goed bestuur. Door politiek klaverjassen met de VVD en de PVV is er een recordbezuiniging geboekt op de allerkwetsbaarsten in de wereld. Een internationale afspraak, namelijk de OESO-norm, wordt bij het grofvuil gezet. En tegen mensen in de wereld die van die hulp afhankelijk zijn, wordt gezegd: wij gaan lekker op u besparen. Hoe kan mevrouw Zeedijk daar trots op zijn? Is de macht NSC zo veel waard dat het dit — kwaadaardige, zou ik bijna zeggen — kwalijke besluit neemt?","Sender: Mevrouw Zeedijk, message: Nou, ik wil de heer Van Baarle echt niet boos maken. Dat vind ik ook weer wat vervelend. Nee, ik ben echt trots op wat Nieuw Sociaal Contract bereikt heeft in het onderhandelingsresultaat van het hoofdlijnenakkoord. Wij hadden inderdaad in ons verkiezingsprogramma staan dat we heel graag richting die 0,7% wilden bewegen. Maar we zaten in een onderhandeling met een aantal partijen die daar heel andere ideeën over hadden. En dan is dit de uitkomst van de afspraken. Die gaan we de komende jaren ook uitvoeren en daar ben ik trots op., Sender: De voorzitter, message: Uw laatste interruptie.",16
16,"Nee, zeker niet. Ik weerspreek echt dit frame. Ik weerspreek echt het frame dat wij in de komende jaren niets kunnen doen voor de armsten in de wereld. Dat weerspreek ik echt. Het huidige hoofdlijnenakkoord is een hoofdlijnenakkoord. Ik vertrouw erop dat de minister die dit gaat uitwerken, dat uitstekend gaat doen, en in balans.","Sender: De voorzitter, message: Uw laatste interruptie., Sender: De heer Van Baarle, message: Trots erop: dat is wel heel erg cynisch. Dat is niet wat je zou verwachten van een partij die staat voor goed bestuur. Door politiek klaverjassen met de VVD en de PVV is er een recordbezuiniging geboekt op de allerkwetsbaarsten in de wereld. Een internationale afspraak, namelijk de OESO-norm, wordt bij het grofvuil gezet. En tegen mensen in de wereld die van die hulp afhankelijk zijn, wordt gezegd: wij gaan lekker op u besparen. Hoe kan mevrouw Zeedijk daar trots op zijn? Is de macht NSC zo veel waard dat het dit — kwaadaardige, zou ik bijna zeggen — kwalijke besluit neemt?",14
13,"Ik ken NSC inderdaad als een partij die staat voor de 0,7%-norm. Ik ken de partij als een partij die staat voor rentmeesterschap. Maar toch kan ik niet anders dan concluderen dat er voortdurend water bij de wijn wordt gedaan. Ook nu zegt mevrouw Zeedijk weer dat ze wel hebben móéten accepteren dat we dalen tot 0,45%. We kunnen het nog heel lang over de cijfers hebben, maar dit zijn de getallen die meerdere mensen bevestigd hebben. 0,45% is minder dan het Europese gemiddelde van grote donorlanden. Nu hoor ik net uw coalitiegenoot van de PVV de meest feitenvrije opmerkingen maken over de hongersnood in Gaza, waar ik u aan mijn zijde vond in mijn verontwaardiging daarover. Er komt een PVV-minister op dit dossier van Buitenlandse Handel en Ontwikkelingssamenwerking. Ik vraag mij af wanneer er voor u wel een grens wordt bereikt bij deze minister, want ik ben heel erg bang dat er een tendens ontstaat waarin we steeds weer water bij de wijn blijven doen en daarmee afglijden naar een onacceptabele situatie.","Sender: De heer Van Baarle, message: Trots erop: dat is wel heel erg cynisch. Dat is niet wat je zou verwachten van een partij die staat voor goed bestuur. Door politiek klaverjassen met de VVD en de PVV is er een recordbezuiniging geboekt op de allerkwetsbaarsten in de wereld. Een internationale afspraak, namelijk de OESO-norm, wordt bij het grofvuil gezet. En tegen mensen in de wereld die van die hulp afhankelijk zijn, wordt gezegd: wij gaan lekker op u besparen. Hoe kan mevrouw Zeedijk daar trots op zijn? Is de macht NSC zo veel waard dat het dit — kwaadaardige, zou ik bijna zeggen — kwalijke besluit neemt?, Sender: Mevrouw Zeedijk, message: Nee, zeker niet. Ik weerspreek echt dit frame. Ik weerspreek echt het frame dat wij in de komende jaren niets kunnen doen voor de armsten in de wereld. Dat weerspreek ik echt. Het huidige hoofdlijnenakkoord is een hoofdlijnenakkoord. Ik vertrouw erop dat de minister die dit gaat uitwerken, dat uitstekend gaat doen, en in balans.",16
16,"Volgens mij heeft mijn partij juist in de afgelopen maanden die grenzen heel duidelijk vast laten stellen. Voor ons zijn de rechtsstatelijkheid en het voldoen aan de rechtsstaat, met alle afspraken die we daarover gemaakt hebben, heel duidelijk op papier gezet. Op het moment dat deze PVV-minister zich niet gaat houden aan die afspraken waaraan zij zichzelf al in de media heeft gecommitteerd, dan zijn wij daar klaar mee.","Sender: Mevrouw Zeedijk, message: Nee, zeker niet. Ik weerspreek echt dit frame. Ik weerspreek echt het frame dat wij in de komende jaren niets kunnen doen voor de armsten in de wereld. Dat weerspreek ik echt. Het huidige hoofdlijnenakkoord is een hoofdlijnenakkoord. Ik vertrouw erop dat de minister die dit gaat uitwerken, dat uitstekend gaat doen, en in balans., Sender: Mevrouw Hirsch, message: Ik ken NSC inderdaad als een partij die staat voor de 0,7%-norm. Ik ken de partij als een partij die staat voor rentmeesterschap. Maar toch kan ik niet anders dan concluderen dat er voortdurend water bij de wijn wordt gedaan. Ook nu zegt mevrouw Zeedijk weer dat ze wel hebben móéten accepteren dat we dalen tot 0,45%. We kunnen het nog heel lang over de cijfers hebben, maar dit zijn de getallen die meerdere mensen bevestigd hebben. 0,45% is minder dan het Europese gemiddelde van grote donorlanden. Nu hoor ik net uw coalitiegenoot van de PVV de meest feitenvrije opmerkingen maken over de hongersnood in Gaza, waar ik u aan mijn zijde vond in mijn verontwaardiging daarover. Er komt een PVV-minister op dit dossier van Buitenlandse Handel en Ontwikkelingssamenwerking. Ik vraag mij af wanneer er voor u wel een grens wordt bereikt bij deze minister, want ik ben heel erg bang dat er een tendens ontstaat waarin we steeds weer water bij de wijn blijven doen en daarmee afglijden naar een onacceptabele situatie.",13
13,"Kunt u, gegeven de geschiedenis van deze PVV-minister en de uitspraken die net werden gedaan, een voorbeeld geven van waar u zich serieus zorgen over maakt dat deze PVV-minister wel eens over die grens zou gaan? Ik kan er namelijk wel een aantal bedenken.","Sender: Mevrouw Hirsch, message: Ik ken NSC inderdaad als een partij die staat voor de 0,7%-norm. Ik ken de partij als een partij die staat voor rentmeesterschap. Maar toch kan ik niet anders dan concluderen dat er voortdurend water bij de wijn wordt gedaan. Ook nu zegt mevrouw Zeedijk weer dat ze wel hebben móéten accepteren dat we dalen tot 0,45%. We kunnen het nog heel lang over de cijfers hebben, maar dit zijn de getallen die meerdere mensen bevestigd hebben. 0,45% is minder dan het Europese gemiddelde van grote donorlanden. Nu hoor ik net uw coalitiegenoot van de PVV de meest feitenvrije opmerkingen maken over de hongersnood in Gaza, waar ik u aan mijn zijde vond in mijn verontwaardiging daarover. Er komt een PVV-minister op dit dossier van Buitenlandse Handel en Ontwikkelingssamenwerking. Ik vraag mij af wanneer er voor u wel een grens wordt bereikt bij deze minister, want ik ben heel erg bang dat er een tendens ontstaat waarin we steeds weer water bij de wijn blijven doen en daarmee afglijden naar een onacceptabele situatie., Sender: Mevrouw Zeedijk, message: Volgens mij heeft mijn partij juist in de afgelopen maanden die grenzen heel duidelijk vast laten stellen. Voor ons zijn de rechtsstatelijkheid en het voldoen aan de rechtsstaat, met alle afspraken die we daarover gemaakt hebben, heel duidelijk op papier gezet. Op het moment dat deze PVV-minister zich niet gaat houden aan die afspraken waaraan zij zichzelf al in de media heeft gecommitteerd, dan zijn wij daar klaar mee.",16
16,Dat lijkt me nou niet goed om hier te doen. Dat laat ik heel graag aan haarzelf over in de hoorzitting en ook daar zullen we er kritische vragen over stellen.,"Sender: Mevrouw Zeedijk, message: Volgens mij heeft mijn partij juist in de afgelopen maanden die grenzen heel duidelijk vast laten stellen. Voor ons zijn de rechtsstatelijkheid en het voldoen aan de rechtsstaat, met alle afspraken die we daarover gemaakt hebben, heel duidelijk op papier gezet. Op het moment dat deze PVV-minister zich niet gaat houden aan die afspraken waaraan zij zichzelf al in de media heeft gecommitteerd, dan zijn wij daar klaar mee., Sender: Mevrouw Hirsch, message: Kunt u, gegeven de geschiedenis van deze PVV-minister en de uitspraken die net werden gedaan, een voorbeeld geven van waar u zich serieus zorgen over maakt dat deze PVV-minister wel eens over die grens zou gaan? Ik kan er namelijk wel een aantal bedenken.",13
11,"Ik had veel verwacht van het debat van vandaag, maar ik had in alle eerlijkheid niet verwacht dat NSC hier zou staan en zou zeggen: we zijn trots op dit resultaat. Laten we het er dan in ieder geval over eens zijn dat dit de grootste bezuinigingen zijn op ontwikkelingssamenwerking ooit. Niet alleen worden de miljarden die dit kabinet al heeft bezuinigd niet teruggedraaid, er komen nog miljarden bij aan bezuinigingen. Ik snap wat u zegt over de eerstejaars asielopvang maar dan nog gaat het over miljarden, een gigantisch bedrag. Er komt een PVV-minister die gewoon helemaal van ontwikkelingssamenwerking af wil. Van alle mensen in de hele wereld hebben ze iemand gekozen die helemaal van ontwikkelingssamenwerking af wil en daarnaast nog allerlei verwerpelijke uitspraken heeft gedaan. En dan zegt NSC dat ze trots zijn op dit resultaat. Wil mevrouw Zeedijk daarop reflecteren?","Sender: Mevrouw Hirsch, message: Kunt u, gegeven de geschiedenis van deze PVV-minister en de uitspraken die net werden gedaan, een voorbeeld geven van waar u zich serieus zorgen over maakt dat deze PVV-minister wel eens over die grens zou gaan? Ik kan er namelijk wel een aantal bedenken., Sender: Mevrouw Zeedijk, message: Dat lijkt me nou niet goed om hier te doen. Dat laat ik heel graag aan haarzelf over in de hoorzitting en ook daar zullen we er kritische vragen over stellen.",16
